InvoiceDetailID|UID|InvoiceID|ProductServicesID|Price|Qty|SubTotal|Total
467515|24573|220522|615984|1660.00|1.0000000000|1660.00|1660.00
467516|24573|218467|615984|1660.00|1.0000000000|1660.00|1660.00
467517|24573|218470|615984|1660.00|1.0000000000|1660.00|1660.00
467518|24573|218471|615984|1660.00|1.0000000000|1660.00|1660.00
467519|24573|219796|615984|1660.00|1.0000000000|1660.00|1660.00
467520|24573|220505|615984|1660.00|1.0000000000|1660.00|1660.00
467521|24573|217371|615984|1660.00|1.0000000000|1660.00|1660.00
467522|24573|217372|615984|1660.00|1.0000000000|1660.00|1660.00
467523|24573|218440|615984|1660.00|1.0000000000|1660.00|1660.00
467524|24573|218441|615984|1660.00|1.0000000000|1660.00|1660.00
467525|24573|217277|615984|1660.00|1.0000000000|1660.00|1660.00
467526|24573|220497|615984|1660.00|1.0000000000|1660.00|1660.00
467527|24573|218398|615984|1660.00|1.0000000000|1660.00|1660.00
467528|24573|217344|615984|1660.00|1.0000000000|1660.00|1660.00
467529|24573|217345|615984|1660.00|1.0000000000|1660.00|1660.00
467530|24573|217366|615984|1660.00|1.0000000000|1660.00|1660.00
467531|24573|217257|615984|1660.00|1.0000000000|1660.00|1660.00
467532|24573|220483|615984|1660.00|1.0000000000|1660.00|1660.00
467533|24573|217348|615984|1660.00|1.0000000000|1660.00|1660.00
467534|24573|220494|615984|1660.00|1.0000000000|1660.00|1660.00
467535|24573|217275|615984|1660.00|1.0000000000|1660.00|1660.00
467536|24573|217276|615984|1660.00|1.0000000000|1660.00|1660.00
467537|24573|220462|615984|1660.00|1.0000000000|1660.00|1660.00
467538|24573|218347|615984|1660.00|1.0000000000|1660.00|1660.00
467539|24573|220468|615984|1660.00|1.0000000000|1660.00|1660.00
467540|24573|220471|615984|1660.00|1.0000000000|1660.00|1660.00
467541|24573|217249|615984|1660.00|1.0000000000|1660.00|1660.00
467542|24573|220478|615984|1660.00|1.0000000000|1660.00|1660.00
467543|24573|217231|615984|1660.00|1.0000000000|1660.00|1660.00
467544|24573|220447|615984|1660.00|1.0000000000|1660.00|1660.00
467545|24573|217278|615984|1660.00|1.0000000000|1660.00|1660.00
467546|24573|220450|615984|1660.00|1.0000000000|1660.00|1660.00
467547|24573|218341|615984|1660.00|1.0000000000|1660.00|1660.00
467548|24573|220461|615984|1660.00|1.0000000000|1660.00|1660.00
467549|24573|218246|615984|1660.00|1.0000000000|1660.00|1660.00
467550|24573|218252|615984|1660.00|1.0000000000|1660.00|1660.00
467551|24573|220427|615984|1660.00|1.0000000000|1660.00|1660.00
467552|24573|218274|615984|1660.00|1.0000000000|1660.00|1660.00
467553|24573|220436|615984|1660.00|1.0000000000|1660.00|1660.00
467554|24573|218318|615984|1660.00|1.0000000000|1660.00|1660.00
467555|24573|217253|615984|1660.00|1.0000000000|1660.00|1660.00
467556|24573|220412|615984|1660.00|1.0000000000|1660.00|1660.00
467557|24573|217128|615984|1660.00|1.0000000000|1660.00|1660.00
467558|24573|217129|615984|1660.00|1.0000000000|1660.00|1660.00
467559|24573|220417|615984|1660.00|1.0000000000|1660.00|1660.00
467560|24573|218245|615984|1660.00|1.0000000000|1660.00|1660.00
467561|24573|220389|615984|1660.00|1.0000000000|1660.00|1660.00
467562|24573|217156|615984|1660.00|1.0000000000|1660.00|1660.00
467563|24573|220391|615984|1660.00|1.0000000000|1660.00|1660.00
467564|24573|220392|615984|1660.00|1.0000000000|1660.00|1660.00
467565|24573|220402|615984|1660.00|1.0000000000|1660.00|1660.00
467566|24573|217225|615984|1660.00|1.0000000000|1660.00|1660.00
467567|24573|218151|615984|1660.00|1.0000000000|1660.00|1660.00
467568|24573|218170|615984|1660.00|1.0000000000|1660.00|1660.00
467569|24573|218171|615984|1660.00|1.0000000000|1660.00|1660.00
467570|24573|217100|615984|1660.00|1.0000000000|1660.00|1660.00
467571|24573|220385|615984|1660.00|1.0000000000|1660.00|1660.00
467572|24573|220388|615984|1660.00|1.0000000000|1660.00|1660.00
467573|24573|218099|615984|1200.00|1.0000000000|1200.00|1200.00
467574|24573|220357|615984|1660.00|1.0000000000|1660.00|1660.00
467575|24573|217104|615984|1660.00|1.0000000000|1660.00|1660.00
467576|24573|218118|615984|1660.00|1.0000000000|1660.00|1660.00
467577|24573|217103|615984|1660.00|1.0000000000|1660.00|1660.00
467578|24573|217126|615984|1660.00|1.0000000000|1660.00|1660.00
467579|24573|217019|615984|1660.00|1.0000000000|1660.00|1660.00
467580|24573|218089|615984|1660.00|1.0000000000|1660.00|1660.00
467581|24573|220348|615984|1660.00|1.0000000000|1660.00|1660.00
467582|24573|216998|615984|1660.00|1.0000000000|1660.00|1660.00
467583|24573|217662|615984|1660.00|1.0000000000|1660.00|1660.00
467584|24573|217020|615984|1660.00|1.0000000000|1660.00|1660.00
467585|24573|218022|615984|1660.00|1.0000000000|1660.00|1660.00
467586|24573|217025|615984|1660.00|1.0000000000|1660.00|1660.00
467587|24573|220324|615984|1660.00|1.0000000000|1660.00|1660.00
467588|24573|218042|615984|1660.00|1.0000000000|1660.00|1660.00
467589|24573|216909|615984|1660.00|1.0000000000|1660.00|1660.00
467590|24573|218071|615984|1660.00|1.0000000000|1660.00|1660.00
467591|24573|220305|615984|1660.00|1.0000000000|1660.00|1660.00
467592|24573|220306|615984|1660.00|1.0000000000|1660.00|1660.00
467593|24573|216843|615984|1660.00|1.0000000000|1660.00|1660.00
467594|24573|220307|615984|1660.00|1.0000000000|1660.00|1660.00
467595|24573|220310|615984|1660.00|1.0000000000|1660.00|1660.00
467596|24573|216881|615984|1660.00|1.0000000000|1660.00|1660.00
467597|24573|220293|615984|1660.00|1.0000000000|1660.00|1660.00
467598|24573|216822|615984|1660.00|1.0000000000|1660.00|1660.00
467599|24573|216829|615984|1660.00|1.0000000000|1660.00|1660.00
467600|24573|216900|615984|1660.00|1.0000000000|1660.00|1660.00
467601|24573|216785|615984|1660.00|1.0000000000|1660.00|1660.00
467602|24573|217988|615984|1660.00|1.0000000000|1660.00|1660.00
467603|24573|220283|615984|1660.00|1.0000000000|1660.00|1660.00
467604|24573|216751|615984|1660.00|1.0000000000|1660.00|1660.00
467605|24573|220286|615984|1660.00|1.0000000000|1660.00|1660.00
467606|24573|216763|615984|1660.00|1.0000000000|1660.00|1660.00
467607|24573|220289|615984|1660.00|1.0000000000|1660.00|1660.00
467608|24573|220290|615984|1660.00|1.0000000000|1660.00|1660.00
467609|24573|216963|615984|1660.00|1.0000000000|1660.00|1660.00
467610|24573|220275|615984|1660.00|1.0000000000|1660.00|1660.00
467611|24573|216703|615984|1660.00|1.0000000000|1660.00|1660.00
467612|24573|220280|615984|1660.00|1.0000000000|1660.00|1660.00
467613|24573|217967|615984|1660.00|1.0000000000|1660.00|1660.00
467614|24573|217968|615984|1660.00|1.0000000000|1660.00|1884.10
467615|24573|216845|615984|1660.00|1.0000000000|1660.00|1660.00
467616|24573|220267|615984|1660.00|1.0000000000|1660.00|1660.00
467617|24573|216905|615984|1660.00|1.0000000000|1660.00|1660.00
467618|24573|216906|615984|1660.00|1.0000000000|1660.00|1660.00
467619|24573|216939|615984|1660.00|1.0000000000|1660.00|1660.00
467620|24573|217941|615984|1660.00|1.0000000000|1660.00|1660.00
467621|24573|220248|615984|1660.00|1.0000000000|1660.00|1660.00
467622|24573|216755|615984|1660.00|1.0000000000|1660.00|1660.00
467623|24573|216760|615984|1660.00|1.0000000000|1660.00|1660.00
467624|24573|216757|615984|1660.00|1.0000000000|1660.00|1660.00
467625|24573|220256|615984|1660.00|1.0000000000|1660.00|1660.00
467626|24573|216793|615984|1660.00|1.0000000000|1660.00|1660.00
467627|24573|216668|615984|1660.00|1.0000000000|1660.00|1660.00
467628|24573|216693|615984|1660.00|1.0000000000|1660.00|1660.00
467629|24573|216715|615984|1660.00|1.0000000000|1660.00|1660.00
467630|24573|220238|615984|1660.00|1.0000000000|1660.00|1660.00
467631|24573|220241|615984|1660.00|1.0000000000|1660.00|1660.00
467632|24573|216762|615984|1660.00|1.0000000000|1660.00|1660.00
467633|24573|220219|615984|1660.00|1.0000000000|1660.00|1660.00
467634|24573|217690|615984|1660.00|1.0000000000|1660.00|1660.00
467635|24573|217695|615984|1660.00|1.0000000000|1660.00|1660.00
467636|24573|217838|615984|1660.00|1.0000000000|1660.00|1660.00
467637|24573|220233|615984|1660.00|1.0000000000|1660.00|1660.00
467638|24573|216665|615984|1660.00|1.0000000000|1660.00|1660.00
467639|24573|220190|615984|1660.00|1.0000000000|1660.00|1660.00
467640|24573|217776|615984|1660.00|1.0000000000|1660.00|1660.00
467641|24573|217782|615984|1660.00|1.0000000000|1660.00|1660.00
467642|24573|217787|615984|1660.00|1.0000000000|1660.00|1660.00
467643|24573|217787|615984|1660.00|1.0000000000|1660.00|1660.00
467644|24573|220208|615984|1660.00|1.0000000000|1660.00|1660.00
467645|24573|217581|615984|1660.00|1.0000000000|1660.00|1660.00
467646|24573|215549|615984|1660.00|1.0000000000|1660.00|1660.00
467647|24573|215548|615984|1660.00|1.0000000000|1660.00|1660.00
467648|24573|217627|615984|1660.00|1.0000000000|1660.00|1660.00
467649|24573|215341|615984|1660.00|1.0000000000|1660.00|1660.00
467650|24573|217604|615984|1660.00|1.0000000000|1660.00|1660.00
467651|24573|217150|615984|1660.00|1.0000000000|1660.00|1660.00
467652|24573|217202|615984|1660.00|1.0000000000|1660.00|1660.00
467653|24573|217558|615984|1660.00|1.0000000000|1660.00|1660.00
467654|24573|217313|615984|1660.00|1.0000000000|1660.00|1660.00
467655|24573|217576|615984|1660.00|1.0000000000|1660.00|1660.00
467656|24573|220171|615984|1660.00|1.0000000000|1660.00|1660.00
467657|24573|217548|615984|1660.00|1.0000000000|1660.00|1660.00
467658|24573|215447|615984|1660.00|1.0000000000|1660.00|1660.00
467659|24573|215478|615984|1660.00|1.0000000000|1660.00|1660.00
467660|24573|217067|615984|1660.00|1.0000000000|1660.00|1660.00
467661|24573|217071|615984|1660.00|1.0000000000|1660.00|1660.00
467662|24573|217146|615984|1660.00|1.0000000000|1660.00|1660.00
467663|24573|215418|615984|1660.00|1.0000000000|1660.00|1660.00
467664|24573|215419|615984|1660.00|1.0000000000|1660.00|1660.00
467665|24573|215446|615984|1660.00|1.0000000000|1660.00|1660.00
467666|24573|215450|615984|1660.00|1.0000000000|1660.00|1660.00
467667|24573|215463|615984|1660.00|1.0000000000|1660.00|1660.00
467668|24573|220141|615984|1660.00|1.0000000000|1660.00|1660.00
467669|24573|217472|615984|1660.00|1.0000000000|1660.00|1660.00
467670|24573|220108|615984|1660.00|1.0000000000|1660.00|1660.00
467671|24573|220118|615984|1660.00|1.0000000000|1660.00|1660.00
467672|24573|215394|615984|1660.00|1.0000000000|1660.00|1660.00
467673|24573|215412|615984|1660.00|1.0000000000|1660.00|1660.00
467674|24573|215414|615984|1660.00|1.0000000000|1660.00|1660.00
467675|24573|217425|615984|1660.00|1.0000000000|1660.00|1660.00
467676|24573|220081|615984|1660.00|1.0000000000|1660.00|1660.00
467677|24573|215343|615984|1660.00|1.0000000000|1660.00|1660.00
467678|24573|215387|615984|1660.00|1.0000000000|1660.00|1660.00
467679|24573|216640|615984|1660.00|1.0000000000|1660.00|1660.00
467680|24573|217456|615984|1660.00|1.0000000000|1660.00|1660.00
467681|24573|220050|615984|1660.00|1.0000000000|1660.00|1660.00
467682|24573|217394|615984|1660.00|1.0000000000|1660.00|1660.00
467683|24573|220062|615984|1660.00|1.0000000000|1660.00|1660.00
467684|24573|217419|615984|1660.00|1.0000000000|1660.00|1660.00
467685|24573|220068|615984|1660.00|1.0000000000|1660.00|1660.00
467686|24573|215517|615984|1660.00|1.0000000000|1660.00|1660.00
467687|24573|220027|615984|1660.00|1.0000000000|1660.00|1660.00
467688|24573|220028|615984|1660.00|1.0000000000|1660.00|1660.00
467689|24573|214839|615984|1660.00|1.0000000000|1660.00|1660.00
467690|24573|217324|615984|1660.00|1.0000000000|1660.00|1660.00
467691|24573|217329|615984|1660.00|1.0000000000|1660.00|1660.00
467692|24573|217357|615984|1660.00|1.0000000000|1660.00|1660.00
467693|24573|218686|615984|1660.00|1.0000000000|1660.00|1660.00
467694|24573|217300|615984|1660.00|1.0000000000|1660.00|1660.00
467695|24573|218672|615984|1660.00|1.0000000000|1660.00|1660.00
467696|24573|218690|615984|1660.00|1.0000000000|1660.00|1660.00
467697|24573|214079|615984|1660.00|1.0000000000|1660.00|1660.00
467698|24573|218693|615984|1940.00|1.0000000000|1940.00|1940.00
467699|24573|217244|615984|1660.00|1.0000000000|1660.00|1660.00
467700|24573|217246|615984|1660.00|1.0000000000|1660.00|1660.00
467701|24573|218663|615984|1660.00|1.0000000000|1660.00|1660.00
467702|24573|218668|615984|1660.00|1.0000000000|1660.00|1660.00
467703|24573|217269|615984|1660.00|1.0000000000|1660.00|1660.00
467704|24573|217290|615984|1660.00|1.0000000000|1660.00|1660.00
467705|24573|218688|615984|1660.00|1.0000000000|1660.00|1660.00
467706|24573|217217|615984|1660.00|1.0000000000|1660.00|1660.00
467707|24573|217220|615984|1660.00|1.0000000000|1660.00|1660.00
467708|24573|217241|615984|1660.00|1.0000000000|1660.00|1660.00
467709|24573|218745|615984|1660.00|1.0000000000|1660.00|1660.00
467710|24573|218768|615984|1660.00|1.0000000000|1660.00|1660.00
467711|24573|218614|615984|1660.00|1.0000000000|1660.00|1660.00
467712|24573|218618|615984|1660.00|1.0000000000|1660.00|1660.00
467713|24573|217185|615984|1660.00|1.0000000000|1660.00|1660.00
467714|24573|216651|615984|1660.00|1.0000000000|1660.00|1660.00
467715|24573|216654|615984|1660.00|1.0000000000|1660.00|1660.00
467716|24573|216655|615984|1660.00|1.0000000000|1660.00|1660.00
467717|24573|218644|615984|1660.00|1.0000000000|1660.00|1660.00
467718|24573|217107|615984|1660.00|1.0000000000|1660.00|1660.00
467719|24573|218642|615984|1660.00|1.0000000000|1660.00|1660.00
467720|24573|218660|615984|1660.00|1.0000000000|1660.00|1660.00
467721|24573|217132|615984|1660.00|1.0000000000|1660.00|1660.00
467722|24573|218592|615984|1660.00|1.0000000000|1660.00|1660.00
467723|24573|217063|615984|1660.00|1.0000000000|1660.00|1660.00
467724|24573|218564|615984|1660.00|1.0000000000|1660.00|1660.00
467725|24573|216611|615984|1660.00|1.0000000000|1660.00|1660.00
467726|24573|216612|615984|1660.00|1.0000000000|1660.00|1660.00
467727|24573|218634|615984|1660.00|1.0000000000|1660.00|1660.00
467728|24573|217089|615984|1660.00|1.0000000000|1660.00|1660.00
467729|24573|216978|615984|1660.00|1.0000000000|1660.00|1660.00
467730|24573|216979|615984|1660.00|1.0000000000|1660.00|1660.00
467731|24573|218542|615984|1660.00|1.0000000000|1660.00|1660.00
467732|24573|218557|615984|1660.00|1.0000000000|1660.00|1660.00
467733|24573|218567|615984|1660.00|1.0000000000|1660.00|1660.00
467734|24573|216588|615984|1660.00|1.0000000000|1660.00|1660.00
467735|24573|216929|615984|1660.00|1.0000000000|1660.00|1660.00
467736|24573|218437|615984|1660.00|1.0000000000|1660.00|1660.00
467737|24573|218537|615984|1660.00|1.0000000000|1660.00|1660.00
467738|24573|216935|615984|1660.00|1.0000000000|1660.00|1660.00
467739|24573|216951|615984|1660.00|1.0000000000|1660.00|1660.00
467740|24573|218531|615984|1660.00|1.0000000000|1660.00|1660.00
467741|24573|218405|615984|1660.00|1.0000000000|1660.00|1660.00
467742|24573|218455|615984|1660.00|1.0000000000|1660.00|1660.00
467743|24573|218456|615984|1660.00|1.0000000000|1660.00|1660.00
467744|24573|218460|615984|1660.00|1.0000000000|1660.00|1660.00
467745|24573|218484|615984|1660.00|1.0000000000|1660.00|1660.00
467746|24573|216549|615984|1660.00|1.0000000000|1660.00|1660.00
467747|24573|218350|615984|1660.00|1.0000000000|1660.00|1660.00
467748|24573|218351|615984|1660.00|1.0000000000|1660.00|1660.00
467749|24573|218295|615984|1660.00|1.0000000000|1660.00|1660.00
467750|24573|216916|615984|1660.00|1.0000000000|1660.00|1660.00
467751|24573|216543|615984|1660.00|1.0000000000|1660.00|1660.00
467752|24573|218332|615984|1660.00|1.0000000000|1660.00|1660.00
467753|24573|218358|615984|1660.00|1.0000000000|1660.00|1660.00
467754|24573|216537|615984|1660.00|1.0000000000|1660.00|1660.00
467755|24573|218382|615984|1660.00|1.0000000000|1660.00|1660.00
467756|24573|216147|615984|1660.00|1.0000000000|1660.00|1660.00
467757|24573|218235|615984|1660.00|1.0000000000|1660.00|1660.00
467758|24573|216540|615984|1660.00|1.0000000000|1660.00|1660.00
467759|24573|216530|615984|1660.00|1.0000000000|1660.00|1660.00
467760|24573|218263|615984|1660.00|1.0000000000|1660.00|1660.00
467761|24573|218264|615984|1660.00|1.0000000000|1660.00|1660.00
467762|24573|216536|615984|1660.00|1.0000000000|1660.00|1660.00
467763|24573|218354|615984|1660.00|1.0000000000|1660.00|1660.00
467764|24573|218356|615984|1660.00|1.0000000000|1660.00|1660.00
467765|24573|218322|615984|1660.00|1.0000000000|1660.00|1660.00
467766|24573|216871|615984|1660.00|1.0000000000|1660.00|1660.00
467767|24573|218411|615984|1660.00|1.0000000000|1660.00|1660.00
467768|24573|218412|615984|1660.00|1.0000000000|1660.00|1660.00
467769|24573|218426|615984|1660.00|1.0000000000|1660.00|1660.00
467770|24573|216885|615984|1660.00|1.0000000000|1660.00|1660.00
467771|24573|218189|615984|1660.00|1.0000000000|1660.00|1660.00
467772|24573|218215|615984|1660.00|1.0000000000|1660.00|1660.00
467773|24573|218238|615984|1660.00|1.0000000000|1660.00|1660.00
467774|24573|218260|615984|1660.00|1.0000000000|1660.00|1660.00
467775|24573|218261|615984|1660.00|1.0000000000|1660.00|1660.00
467776|24573|218307|615984|1660.00|1.0000000000|1660.00|1660.00
467777|24573|218161|615984|1660.00|1.0000000000|1660.00|1660.00
467778|24573|218205|615984|1660.00|1.0000000000|1660.00|1660.00
467779|24573|216512|615984|1660.00|1.0000000000|1660.00|1660.00
467780|24573|218233|615984|1660.00|1.0000000000|1660.00|1660.00
467781|24573|218188|615984|1660.00|1.0000000000|1660.00|1660.00
467782|24573|218208|615984|1660.00|1.0000000000|1660.00|1660.00
467783|24573|218083|615984|1660.00|1.0000000000|1660.00|1660.00
467784|24573|216505|615984|1660.00|1.0000000000|1660.00|1660.00
467785|24573|216849|615984|1660.00|1.0000000000|1660.00|1660.00
467786|24573|218113|615984|1660.00|1.0000000000|1660.00|1660.00
467787|24573|218102|615984|1660.00|1.0000000000|1660.00|1660.00
467788|24573|218103|615984|1660.00|1.0000000000|1660.00|1660.00
467789|24573|218034|615984|1660.00|1.0000000000|1660.00|1660.00
467790|24573|218031|615984|1660.00|1.0000000000|1660.00|1660.00
467791|24573|218061|615984|1660.00|1.0000000000|1660.00|1660.00
467792|24573|218101|615984|1660.00|1.0000000000|1660.00|1660.00
467793|24573|218080|615984|1660.00|1.0000000000|1660.00|1660.00
467794|24573|218082|615984|1660.00|1.0000000000|1660.00|1660.00
467795|24573|216148|615984|1660.00|1.0000000000|1660.00|1660.00
467796|24573|216148|615984|1660.00|1.0000000000|1660.00|1660.00
467797|24573|216777|615984|1660.00|1.0000000000|1660.00|1660.00
467798|24573|218024|615984|1660.00|1.0000000000|1660.00|1660.00
467799|24573|216807|615984|1660.00|1.0000000000|1660.00|1660.00
467800|24573|218052|615984|1660.00|1.0000000000|1660.00|1884.10
467801|24573|217869|615984|1660.00|1.0000000000|1660.00|1660.00
467802|24573|216731|615984|1660.00|1.0000000000|1660.00|1660.00
467803|24573|217920|615984|1660.00|1.0000000000|1660.00|1660.00
467804|24573|217841|615984|1660.00|1.0000000000|1660.00|1660.00
467805|24573|216466|615984|1660.00|1.0000000000|1660.00|1660.00
467806|24573|216773|615984|1660.00|1.0000000000|1660.00|1660.00
467807|24573|217775|615984|1660.00|1.0000000000|1660.00|1660.00
467808|24573|217872|615984|1660.00|1.0000000000|1660.00|1660.00
467809|24573|217878|615984|1660.00|1.0000000000|1660.00|1660.00
467810|24573|217597|615984|1660.00|1.0000000000|1660.00|1660.00
467811|24573|217800|615984|1660.00|1.0000000000|1660.00|1660.00
467812|24573|217853|615984|1660.00|1.0000000000|1660.00|1660.00
467813|24573|217512|615984|1660.00|1.0000000000|1660.00|1660.00
467814|24573|217547|615984|1660.00|1.0000000000|1660.00|1660.00
467815|24573|216435|615984|1660.00|1.0000000000|1660.00|1660.00
467816|24573|216439|615984|1660.00|1.0000000000|1660.00|1660.00
467817|24573|216440|615984|1660.00|1.0000000000|1660.00|1660.00
467818|24573|217774|615984|1660.00|1.0000000000|1660.00|1660.00
467819|24573|215497|615984|1660.00|1.0000000000|1660.00|1660.00
467820|24573|215500|615984|1660.00|1.0000000000|1660.00|1660.00
467821|24573|219522|615984|1660.00|1.0000000000|1660.00|1660.00
467822|24573|215528|615984|1660.00|1.0000000000|1660.00|1660.00
467823|24573|215547|615984|1660.00|1.0000000000|1660.00|1660.00
467824|24573|216432|615984|1660.00|1.0000000000|1660.00|1660.00
467825|24573|217463|615984|1660.00|1.0000000000|1660.00|1660.00
467826|24573|217465|615984|1660.00|1.0000000000|1660.00|1660.00
467827|24573|217905|615984|1660.00|1.0000000000|1660.00|1660.00
467828|24573|217927|615984|1660.00|1.0000000000|1660.00|1660.00
467829|24573|215460|615984|1660.00|1.0000000000|1660.00|1660.00
467830|24573|215461|615984|1660.00|1.0000000000|1660.00|1660.00
467831|24573|217513|615984|1660.00|1.0000000000|1660.00|1660.00
467832|24573|216409|615984|1660.00|1.0000000000|1660.00|1660.00
467833|24573|215288|615984|1660.00|1.0000000000|1660.00|1660.00
467834|24573|215289|615984|1660.00|1.0000000000|1660.00|1660.00
467835|24573|217386|615984|1660.00|1.0000000000|1660.00|1660.00
467836|24573|217462|615984|1660.00|1.0000000000|1660.00|1660.00
467837|24573|215338|615984|1660.00|1.0000000000|1660.00|1660.00
467838|24573|217689|615984|1660.00|1.0000000000|1660.00|1660.00
467839|24573|216400|615984|1660.00|1.0000000000|1660.00|1660.00
467840|24573|217705|615984|1660.00|1.0000000000|1660.00|1660.00
467841|24573|217707|615984|1660.00|1.0000000000|1660.00|1660.00
467842|24573|217442|615984|1660.00|1.0000000000|1660.00|1660.00
467843|24573|215282|615984|1660.00|1.0000000000|1660.00|1660.00
467844|24573|215283|615984|1660.00|1.0000000000|1660.00|1660.00
467845|24573|215286|615984|1660.00|1.0000000000|1660.00|1660.00
467846|24573|215319|615984|1660.00|1.0000000000|1660.00|1660.00
467847|24573|217661|615984|1660.00|1.0000000000|1660.00|1660.00
