ProductServicesID,UID,Code,Name,Price,Category
1309009,27305,RM048,Masala Lemonade Mix,0.00,35541
1309010,27305,RM049,Home Made Masala,0.00,35541
1309011,27305,RM050,Coffee,380.00,35541
1309012,27305,RM051,White Pasta Sauce Mix,5.25,35541
1308976,27305,RM015,Apple,140.00,35541
1308977,27305,RM016,Banana,40.00,35541
1308978,27305,RM017,Garlic clove,0.00,35541
1308979,27305,RM018,Lettuce,140.00,35541
1308980,27305,RM019,Mint leaves,50.00,35541
1308982,27305,RM021,Onion,30.00,35541
1308983,27305,RM022,Sprouts (mong & Moth),100.00,35541
1308984,27305,RM023,Tomato,30.00,35541
1308985,27305,RM024,Lemon,80.00,35541
1308986,27305,RM025,Adrak,60.00,35541
1308987,27305,RM026,Capsicum Green,60.00,35541
1308988,27305,RM027,Capsicum Red,100.00,35541
1308989,27305,RM028,Capsicum Yellow,100.00,35541
1308990,27305,RM029,Green Chilli,60.00,35541
1308991,27305,RM030,Corriander leafs,60.00,35541
1308992,27305,RM031,Cucumber,30.00,35541
1308993,27305,RM032,Curd,0.00,35541
1308994,27305,RM033,Water Bottle 1 Ltr,13.45,35541
1308999,27305,RM038,Pizza Paste Sauce,142.86,35541
1309000,27305,RM039,Pasta,105.26,35541
1309001,27305,RM040,Olive Oil,290.00,35541
1309002,27305,RM041,Paper bag Small,0.00,35541
1309003,27305,RM042,Paper Bag Large,0.00,35541
1309004,27305,RM043,Garbage Bag Small,0.00,35541
1309013,27305,RM052,White Pepper powder,0.00,35541
1309014,27305,RM053,Luang powder,787.50,35541
1309015,27305,RM054,Cinnamon powder,1302.00,35541
1309016,27305,RM055,Black Pepper powder,0.00,35541
1309017,27305,RM056,Elaichi Powder,1659.00,35541
1309018,27305,RM057,Tray Mate,0.81,35541
1309019,27305,RM058,Burger Wrapper,1.58,35541
1309020,27305,RM059,Leaflets,1.26,35541
1309021,27305,RM060,Tea,285.00,35541
1309022,27305,RM061,Nutmeg Powder,0.00,35541
1309023,27305,RM094,Duster,0.00,35541
1309024,27305,RM095,Toilet Cleaner,68.44,35541
1309025,27305,RM096,Broom,0.00,35541
1309026,27305,RM097,Dry Mope,0.00,35541
1309027,27305,RM098,Wet Mope,0.00,35541
1309028,27305,RM099,Wiper,0.00,35541
1309029,27305,RM100,Glass Wiper,0.00,35541
1309030,27305,RM101,Scrubber,0.00,35541
1309031,27305,RM102,Hard Broom,0.00,35541
1309032,27305,RM103,Sponge Wipe,0.00,35541
1309038,27305,RM109,Jeeravan,183.75,35541
1309043,27305,RM115,Salt,16.00,35541
1309044,27305,RM116,Upma,0.00,35541
1309045,27305,RM117,Honey,0.00,35541
1309046,27305,RM118,rice,0.00,35541
1309047,27305,RM119,Chai Masala,0.00,35541
1309048,27305,RM120,Chat Masala,463.58,35541
1309049,27305,RM121,Nutella,0.00,35541
1309050,27305,RM122,Sugar,47.62,35541
1309051,27305,RM123,Soya Oil,75.00,35541
1309052,27305,RM124,Chicken Masala,682.50,35541
1309053,27305,RM125,Black Salt,30.00,35541
1309054,27305,RM126,Oreo cookies,287.52,35541
1309033,27305,RM104,clean wrap.,0.00,35541
1309034,27305,RM105,hand wash,93.22,35541
1309035,27305,RM106,Dish Wash Soap,29.85,35541
1309036,27305,RM107,Room Freshner.,108.56,35541
1309037,27305,RM108,Sugar Free Sachet,0.00,35541
1309063,27305,RM135,Green apple syrup,741.71,35541
1309064,27305,RM136,Mint mojito syrup,741.71,35541
1309065,27305,RM137,Passion fruit syrup,741.71,35541
1309067,27305,RM139,Water Melon syrup,741.71,35541
1309068,27305,RM140,Caramel sauce,1008.77,35541
1309070,27305,RM142,Water Bottle 500 ml,6.53,35541
1309071,27305,RM143,Magic masala,4.74,35541
1309072,27305,RM144,Noodles ( Maggi ),0.00,35541
1309073,27305,RM145,Garlic oregano,0.00,35541
1309074,27305,RM146,Chilli Flakes,0.00,35541
1309075,27305,RM147,Mango squash,0.00,35541
1309055,27305,RM127,Milk Masala,1312.50,35541
1309056,27305,RM128,Roohafza,144.31,35541
1309057,27305,RM129,Cheese,0.00,35541
1309058,27305,RM130,Cheese Spread,0.00,35541
1309060,27305,RM132,Butter ,0.36,35541
1309061,27305,RM133,Cheese slice,5.74,35541
1309062,27305,RM134,Milk,49.00,35541
1309083,27305,RM155,Whipped cream,212.40,35541
1309084,27305,RM156,cooking cream,144.00,35541
1309086,27305,RM158,Earl Grey Sachet,0.00,35541
1309087,27305,RM159,Green Tea,0.00,35541
1309088,27305,RM160,green peas,43.00,35541
1309089,27305,RM161,Corn,0.00,35541
1309090,27305,RM162,Blueberry crush,0.00,35541
1309093,27305,RM165,C.K pasta Mix,0.00,35541
1529049,27305,164,Choco chip Loaf,60.00,35541
1309094,27305,RM166,Maggi masala,0.00,35541
1309076,27305,RM148,Kala Khatta squash,0.00,35541
1309077,27305,RM149,Orange squash,0.00,35541
1309078,27305,RM150,Kiwi Crush,110.66,35541
1309079,27305,RM151,Strawberry crush,0.00,35541
1309080,27305,RM152,Banana crush,0.00,35541
1309081,27305,RM153,Herb Chilli Patty,7.02,35541
1309082,27305,RM154,French Fries 6mm,120.09,35541
1309109,27305,RM181,Tomato ketchup Sachet,0.67,35541
1309110,27305,RM182,CC Roll,0.00,35541
1309111,27305,RM183,Printer Roll,0.00,35541
1309112,27305,RM184,Piri Piri Masala,440.64,35541
1309097,27305,RM169,Water,12.00,35541
1309098,27305,RM170,Green Chutney,250.00,35541
1309099,27305,RM171,Egg Mix,0.00,35541
1309100,27305,RM172,Noodles mix,0.00,35541
1550794,27305,RM010,Choco & Esp Mousse,30.00,35541
1309101,27305,RM173,Burnt Garlic Mix,0.00,35541
1309102,27305,RM174,Popping Bubbles,0.00,35541
1587049,27305,167,CK Brownie Blast,53.00,23692
1309103,27305,RM175,Amchur,180.00,35541
1309107,27305,RM179,Maggie masala ,0.00,35541
1309108,27305,RM180,White Sugar  Sachet,0.00,35541
1547797,27305,RM193,Red chilli powder,454.30,35541
1433225,27305,RM0185,Bun Maska,2.50,35541
1519171,27305,cmb3,White Pasta Combo,340.00,40086
1519173,27305,cmb4,CK Pasta Combo,340.00,40086
1538559,27305,RM185,Foil Box With Lid,2.50,35541
1538562,27305,RM186,Voucher Book,30.00,35541
1547692,27305,RM187,Biryani Mix,23.70,35541
1547693,27305,RM188,Masala Mix,560.00,35541
1603020,27305,rm205,Shake Base,110.00,35541
1547695,27305,75,Ghotala Biryani,55.00,23698
1547772,27305,RM189,Jeera Whole,200.00,35541
1547783,27305,RM190,kitchen king masala,578.20,35541
1547784,27305,RM191,Mutton Masala ,649.00,35541
1606432,27305,173,French fries - Salted,50.00,58896
1547796,27305,RM192,Garam masala,649.00,35541
1591478,27305,169,Extra Luang Flavor,0.20,23703
1549623,27305,RM176,Corn Puff,15.00,35541
1549813,27305,RM177,Baked Samosa,9.00,35541
1549814,27305,RM178,Paneer puff,15.00,35541
1591482,27305,170,Extra Masala Flavor,0.20,23703
1591484,27305,171,Extra Cinnamon Flavor,0.30,23703
1591488,27305,172,Extra Chocolate Flavor,2.05,23703
1591602,27305,rm202,Thandi Kaapi Base,85.00,35541
1591932,27305,rm203,Vanilla Ice Cream,147.61,35541
1550763,27305,RM197,Manchurian Puff,12.71,35541
1550784,27305,RM011,Black Forest,30.00,35541
1550789,27305,RM009,Choco chip loaf,30.00,35541
1550987,27305,165,Black Forest,40.00,23704
1760407,27305,RM221,Aromatic Mix,257.63,35541
1760408,27305,RM222,Chilli Garlic Spread,160.00,35541
1760409,27305,RM223,Pav,3.34,23704
1760410,27305,RM224,Paneer,250.00,35541
1760411,27305,226,Paneer Bhurji,36.00,45432
1760412,27305,227,Anda Bhurji,29.00,45432
1571747,27305,RM198,Lemon Juice,175.00,35541
1587152,27305,RM199,Salsa Sauce Mix,109.00,35541
1590527,27305,168,Extra Honey,4.00,23703
1590625,27305,rm200,Coffee Decoction,100.00,35541
1970972,27305,233,Punjabi Tadka Burger,45.00,23689
1970987,27305,234,Chilli Garlic Cheese,30.00,23690
1591125,27305,rm201,maska malai,315.00,35541
1999825,27305,236,Water Bottle 200 ML,4.00,35541
2114630,27305,del01,Delivery,30.00,35541
1656664,27305,rm211,Choco Wallnut Brownie,40.00,35541
1657003,27305,RM020,cheezy jalapeno,118.08,35541
1658017,27305,rm212,chai glass 100 ml,4.50,35541
1658083,27305,RM213,Chunky Glass,20.00,35541
1666896,27305,RM214,Sandwich Plates,200.00,35541
1667902,27305,RM215,Serving Pasta Bowl ,250.00,35541
1668907,27305,RM216,Steel spoon,5.00,35541
1669814,27305,RM217,Steel fork,5.00,35541
1591933,27305,rm204,Chocolate Ice Cream,192.37,35541
1603317,27305,rm206,Base Sauce Burger,170.00,35541
1604982,27305,rm207,Emp Meal,45.00,35541
1605116,27305,rm208,Sour Cream,170.00,35541
1605802,27305,rm209,Chilli Onion Spread,250.00,35541
1645945,27305,rm210,Ginger Garlic Paste,85.00,35541
1646429,27305,174,Employee Meal,0.00,23698
1671567,27305,rm218,Lime Seasoning,357.50,35541
1707242,27305,rm219,Boiled Rice,60.00,35541
1741117,27305,RM220,Frozen Veg Mix,52.38,35541
1743246,27305,225,Upwas Kaapi,30.00,23701
1760413,27305,228,Extra Pav,2.50,23703
1760414,27305,229,Upwas Shake,25.00,23692
1784192,27305,230,Sabudana Khichdi,20.00,23695
1883024,27305,185,Chai Spl,2.50,23682
2463929,27305,252,Paneer Sandwich,45.00,23690
1975070,27305,235,Bhurji Mix,2.00,35541
2228806,27305,RM226,Passion Fruit Bubble,20.00,23703
2228808,27305,RM227,Strawberry Bubble,20.00,23703
2228809,27305,RM228,Blueberry Bubble,20.00,23703
2228796,27305,RM225,Green Apple Bubble,20.00,23703
2317021,27305,241,Masala Pav,35.00,23695
2317333,27305,242,Small Kulladh,2.50,23703
2606488,27305,RM233,Veg Patty,9.10,35541
2606509,27305,RM234,Schezwan Sauce,155.00,35541
2606515,27305,RM235,Tandoori Spread,183.00,35541
2228819,27305,237,Green Apple Bubbled Iced Tea,40.00,56467
2228824,27305,238,Passion Fruit Bubbled Iced Tea,40.00,56467
2228826,27305,239,Blueberry Bubbled Iced Tea,40.00,56467
2228827,27305,240,Strawberry Bubbled Iced Tea,40.00,56467
2343449,27305,249,Handi Doodh,20.00,23699
2343502,27305,250,Mix Vegetable Soup,15.00,58897
2344307,27305,RM229,Tomato Soup Mix,10.00,35541
2317725,27305,243,Large Kulladh,5.00,23703
2344322,27305,RM230,Mushroom Soup Mix,10.00,35541
2344326,27305,RM231,Veg Soup Mix,10.00,35541
2441046,27305,251,Sweet Corn Soup,15.00,58897
2441074,27305,RM232,Sweet Corn Soup Mix,10.00,35541
2573459,27305,253,Kulladh Chai,11.00,23682
2321638,27305,244,Cheesy Salsa Fries,50.00,58896
2321650,27305,245,Paneer Biryani,40.00,23698
2328000,27305,246,Customise Fries,35.00,58896
2328623,27305,247,Tomato Soup,15.00,58897
2328625,27305,248,Creamy Mushroom,15.00,58897
2574524,27305,254,Kulladh Chai Large,22.00,23682
2847716,27305,258,CK Chocolate Pack of 2,8.00,23695
2890194,27305,MY21,Cheese Stuffed,40.00,72254
2890195,27305,MY22,Classic,30.00,23702
2890196,27305,MY23,chilli onion  garlic Maggi,50.00,23702
2890197,27305,MY24,Double Masala,50.00,23702
2890198,27305,MY25,cheese Maggi,70.00,23702
2890199,27305,MY26,Corn Mayo Maggi,70.00,23702
2890174,27305,MY01,Coleslaw Kacha,30.00,72255
2890175,27305,MY02,Tandoori Kacha,30.00,72255
2890176,27305,MY03,Masala Sandwich ,50.00,72255
2890177,27305,MY04,Cheesy Chutneuy,60.00,72255
2890178,27305,MY05,Corn mayo,80.00,72255
2712272,27305,256,CK Sweet Khaari,5.00,23682
2890179,27305,MY06,Veg club ,120.00,72255
2890180,27305,MY07,Chilli Garlic,120.00,72255
2890181,27305,MY08,Old School Veg,50.00,72248
2712276,27305,257,CK Spicy Khaari,5.00,23682
2890182,27305,MY09,Old School Cheese,70.00,72248
2890183,27305,MY10,Tom Mayo,100.00,72248
2890184,27305,MY11,Punjabi Tadka ,100.00,72248
2890185,27305,MY12,Vada Paav ,30.00,72258
2890186,27305,MY13,Cheese Vada Paav ,50.00,72258
2890187,27305,MY14,Chilli Garlic,50.00,72258
2890193,27305,MY20,Stuffed,25.00,72254
2712268,27305,255,CK Khaari,5.00,23682
2890188,27305,MY15,Masala Papad platter,30.00,23695
2890189,27305,MY16,Bhel Puri,50.00,23695
2890190,27305,MY17,Mexican Bhel,80.00,23695
2890191,27305,MY18,Nachos,100.00,23695
2890192,27305,MY19,Baked,15.00,72254
2847797,27305,259,CK Chocolate Pack of 3,12.00,23695
2890200,27305,MY27,Burnt Garlic,120.00,23702
2890225,27305,MY52,Elaichi,20.00,23682
2890226,27305,MY53,Laung,20.00,23682
2890227,27305,MY54,Kesar,20.00,23682
2890228,27305,MY55,Masala ,20.00,23682
2890229,27305,MY56,IFC,15.00,23685
2890230,27305,MY57,Sultans Kaapi,30.00,23685
2890231,27305,MY58,Cinnamon Kaapi,30.00,23685
2890232,27305,MY59,Kesar Sulemani,50.00,72256
2890233,27305,MY60,CK Kahwa,60.00,72256
2890234,27305,MY61,Moroccan Mint,60.00,72256
2890235,27305,MY62,Green Tea,60.00,72256
2890236,27305,MY63,Lemon Green Tea,60.00,72256
2890237,27305,MY64,Earl Grey,60.00,72256
2890224,27305,MY51,Adrak,20.00,23682
2890201,27305,MY28,Italian noodles,120.00,23702
2890202,27305,MY29,Salted,60.00,58896
2890203,27305,MY30,Piri piri,80.00,58896
2890204,27305,MY31,Fries n Sauces ,90.00,58896
2890205,27305,MY32,Vanila And Chocolate,30.00,72251
2890206,27305,MY33,Butter toasts,20.00,72257
2890207,27305,MY34,Nutella Toasts,50.00,72257
2890208,27305,MY35,Garlic Potato,60.00,72252
2890209,27305,MY36,Smileys,60.00,72252
2890210,27305,MY37,Cheese Nuggets,80.00,72252
2890211,27305,MY38,wedges,50.00,72252
2890212,27305,MY39,White,120.00,72253
2890213,27305,MY40,Ck Pasta,120.00,72253
2890214,27305,MY41,Veg Steam,40.00,72250
2890215,27305,MY42,Paneer Steam,50.00,72250
2890216,27305,MY43,Cheese Steam,60.00,72250
2890217,27305,MY44,Deep Fried Veg,60.00,72250
2890218,27305,MY45,Deep Fried Paneer,70.00,72250
2890219,27305,MY46,Deep fried Cheese,80.00,72250
2890220,27305,MY47,Pan tossed momos Veg,80.00,72250
2890221,27305,MY48,Pan tossed momos Paneer,90.00,72250
2890222,27305,MY49,Pan tossed momos Cheese,100.00,72250
2944198,27305,cmb5,Veg Club Combo,219.00,40086
2944205,27305,cmb6,Paneer Sandwich Combo,249.00,40086
2944206,27305,cmb7,Tom Mayo Combo,209.00,40086
2944207,27305,cmb8,Combo for 2,299.00,40086
2944208,27305,cmb9,Family Combo 1,499.00,40086
2944209,27305,cmb10,Family Combo 2,549.00,40086
2890223,27305,MY50,Kadak,15.00,23682
2890238,27305,MY65,Lemon Ice Tea,80.00,72246
2890239,27305,MY66,Peach Ice Tea,80.00,72246
2890240,27305,MY67,Orange Ice Tea,80.00,72246
2890241,27305,MY68,Orange ,80.00,23700
2890242,27305,MY69,Mango,80.00,23700
2890243,27305,MY70,Strawberry,80.00,23700
2890244,27305,MY71,Kala Khatta,80.00,23700
2890245,27305,MY72,Chocolate Kaapi,120.00,72247
2890246,27305,MY73,Vanila Kaapi,120.00,72247
2890247,27305,MY74,Masala lemonade / Nimbu paani,80.00,23694
2890248,27305,MY75,Apple mojito,100.00,23694
2890249,27305,MY76,Banana ,100.00,23692
2890250,27305,MY77,Chocolate,100.00,23692
2890251,27305,MY78,Kiwi Mint banana,100.00,23693
2890252,27305,MY79,Strawberry,100.00,23693
2890253,27305,MY80,Classic cold ,60.00,72249
2890254,27305,MY81,Ck cold,80.00,72249
2890255,27305,MY82,Orange (S),50.00,23700
2890256,27305,MY83,Mango (S),50.00,23700
2890257,27305,MY84,Strawberry (S),50.00,23700
2890258,27305,MY85,Kala Khatta (S),50.00,23700
3119355,27305,264,Paneer Momos Steamed,35.00,77742
2923481,27305,RM236,Samosa,5.00,72254
3120406,27305,266,Veg Momos Fried,34.00,77742
3120421,27305,267,Paneer Momos Fried,39.00,77742
2923993,27305,260,Samosa Banake,8.00,72254
2952184,27305,RM237,Hot Chocolate Powder,195.00,35541
3120664,27305,269,Veg Momos Pan Tossed,40.50,77742
2954520,27305,261,Hot Chocolate Small,10.00,23699
2964709,27305,MY 86,Water Bottle 500 ml ,6.85,74700
2964726,27305,MY 87,Extra Grated Cheese ,16.00,74700
2964786,27305,MY 88,Extra Cheese Slice,7.00,74700
2964793,27305,MY 89,Extra Dip,7.00,74700
2964796,27305,MY 90,Extra IFC,1.30,74700
2995691,27305,MY 93,Adrak Chai Full,9.00,23682
2995698,27305,MY 94,Elaichi Chai Full,9.00,23682
2995701,27305,MY 95,Masala Chai Full,9.00,23682
2994728,27305,MY 91,Chocolate Chai Half,5.00,23682
2994805,27305,MY 92,Chocolate Chai Full,10.00,23682
2995707,27305,MY 96,Kadak Chai Full,8.50,23682
2995711,27305,MY 97,Kesar Chai Full,11.00,23682
2995785,27305,RM 238,Kesar Syrup,800.00,35541
2996024,27305,MY 99,Vanilla Ice Cream Scoop,5.16,74700
2996064,27305,MY 100,Chocolate Ice Cream Scoop,6.73,74700
3081995,27305,262,Chips,6.50,23703
3118452,27305,263,Veg Momos Steamed,31.50,77742
3143351,27305,RM1001,Nachos,300.16,78080
3143368,27305,RM1018,Disposal Plates Small,0.60,78080
3143369,27305,RM1019,Pasta container lid,1.42,78080
3143370,27305,RM1020,Plastic Fork,1.00,78080
3143371,27305,RM1021,Burger bun,5.50,78080
3143372,27305,RM1022,Plain Loaf,25.00,78080
3143373,27305,RM1023,Bread Slice,2.25,78080
3143374,27305,RM1024,Egg,4.00,78080
3143375,27305,RM1025,Tissue,0.20,78080
3143376,27305,RM1026,Aluminium Foil,190.00,78080
3143377,27305,RM1027,Kitchen Roll ( utility roll ),309.23,78080
3143378,27305,RM1028,Floor Cleaner,95.00,78080
3143379,27305,RM1029,Chocolate Hot Fudge,205.43,78080
3143380,27305,RM1030,Tomato ketchup,62.83,78080
3143381,27305,RM1031,Mayonnaise,76.27,78080
3143382,27305,RM1032,Salsa sauce,0.11,78080
3143383,27305,RM1033,Gouda cheese,154.00,78080
3143384,27305,RM1034,Makhani Spread,154.00,78080
3143385,27305,RM1035,Chilli Cheese Blend,137.50,78080
3143386,27305,RM1036,Apple,150.00,78080
3143387,27305,RM1037,Banana,30.00,78080
3143388,27305,RM1038,Garlic clove,100.00,78080
3143389,27305,RM1039,Lettuce,120.00,78080
3143390,27305,RM1040,Mint leaves,120.00,78080
3143391,27305,RM1041,Onion,26.00,78080
3143392,27305,RM1042,Tomato,50.00,78080
3143393,27305,RM1043,Lemon,70.00,78080
3143394,27305,RM1044,Adrak,60.00,78080
