ProductServicesID,UID,Code,Name,Price,Category,ProductCat
98274,22575,EXP5452,A Lovely Giveaway,0,6106,
98275,22575,EXP2527,Accord Bloom,0,6106,
98276,22575,EXP2481,Baby Pink N Roses,0,6106,
98277,22575,EXP5458,Beautiful and Vivid,0,6106,
98278,22575,EXP202,Beautiful Twenty,0,6106,
98279,22575,EXP305,Big Hug,0,6106,
98280,22575,EXP800,Blooming Carnations,0,6106,Carnations
98281,22575,EXP2379,Bright Heart,0,6106,
98282,22575,EXP284,Bright Magic,0,6106,
98283,22575,EXP214,Charming Beauty,0,6106,
98284,22575,EXP232,Charming Roses,0,6106,Roses
98285,22575,EXP2600,Cloud Nine,0,6106,
98286,22575,EXP5472,Exotic Charisma of Pink,0,6106,
98287,22575,EXP747,Glamorous Encounter,0,6106,
98288,22575,EXP869,Green Light For Love,0,6106,
98289,22575,EXP2754,Cute Love,0,6106,
98290,22575,EXP833,Love Feelings,0,6106,
98291,22575,EXP2717,Red Sensation,0,6106,
98292,22575,EXP2549,Sweetest Of All,0,6106,
98293,22575,EXP771,Sweetest Surrender,0,6106,
98294,22575,EXP5314,Ultimate Statement,0,6106,
98295,22575,EXP279,15 Red Roses Bouquet,0,6106,Roses
98296,22575,EXP5297,Awe Inspiring Beauty,0,6106,
98297,22575,EXP2311,Contemporary N Timeless,0,6106,
98298,22575,EXP5299,Feeling Swarm,0,6106,
98299,22575,EXP5468,Floral Salute,0,6106,
98300,22575,EXP226,Modern Embrace,0,6106,
98301,22575,EXP5294,Personalized Tender Love,0,6106,
98302,22575,EXP732,Sundripped Carnations,0,6106,
98303,22575,EXP5399,Sweet Delight,0,6106,
98304,22575,EXP2706,Love Never End,0,6106,
98305,22575,EXP5337,Magic Choco Moments,0,6106,
98306,22575,EXP5423,Mesmerizing Beauty,0,6106,
98307,22575,EXP1464,My Sweet Thoughts,0,6106,
98308,22575,EXP5347,Opulent Fantasy,0,6106,
98309,22575,EXP2491,Perfect N Lovely,0,6106,
98310,22575,EXP195,Cuddly Affair,0,6106,
98311,22575,EXP2441,Blooming Masterpiece,0,6106,
98312,22575,EXP2451,Colorful Roses n Cake,0,6106,Rose with Cake
98313,22575,EXP2366,Flowerly Yours,0,6106,
98314,22575,EXP5411,Heartfelt Wishes,0,6106,
98315,22575,EXP3962,Pink Delight 15 Rose,0,6106,Roses
98316,22575,EXP2483,Surreal Zone,0,6106,
98317,22575,EXP2437,Eternal Bliss,0,6106,
98318,22575,EXP2806,Heart Shape Love,0,6106,
98319,22575,EXP2612,Loaded With Love,0,6106,
98320,22575,EXP218,Opulence,0,6106,
98321,22575,EXP899,Sunny Delight,0,6106,
98322,22575,EXP5403,Supple Gesture,0,6106,
98323,22575,EXP859,Sweet memories,0,6106,
98324,22575,EXP1312,Carnations of Love,0,6106,
98325,22575,EXP270,Precious Love,0,6106,
98326,22575,EXP2552,Red N White Roses,0,6106,Roses
98327,22575,EXP748,Rhythm Divine,0,6106,
98328,22575,EXP2431,Romantic Tickle,0,6106,
98329,22575,EXP2371,Rose Delight,0,6106,Roses
98330,22575,EXP3948,Rose Delight 12,0,6106,Roses
98331,22575,EXP2496,Roses N Gulab Jamun,0,6106,
98332,22575,EXP2864,Rosy lining,0,6106,Roses
98333,22575,EXP5349,Scintillating Combo,0,6106,
98334,22575,EXP2792,Sliver glory,0,6106,
98335,22575,EXP5339,Special Someone,0,6106,
98336,22575,EXP6648,Spectacular Moments,0,6106,
98337,22575,EXP5398,Sunshine For The Beloved,0,6106,
98338,22575,EXP5317,Tempting Treat,0,6106,
98339,22575,EXP2848,The precious heart,0,6106,
98340,22575,EXP2323,The Pure Passion,0,6106,
98341,22575,EXP2473,Thinking of You,0,6106,
98342,22575,EXP1087,7 DAYS SERENADE,0,6106,
98343,22575,EXP2646,A Innocent Heart,0,6106,
98344,22575,EXP5327,Appetizing Festivity,0,6106,
98345,22575,EXP2915,Beauty of Nature Basket,0,6106,
98346,22575,EXP698,Deep Emotions,0,6106,
98347,22575,EXP5430,Floral Array of Hues,0,6106,
98348,22575,EXP4583,Flowery Wishes,0,6106,
98349,22575,EXP6652,Glorious Presentation,0,6106,
98350,22575,EXP2450,Golden Glow,0,6106,
98351,22575,EXP5449,Gorgeous Wishes,0,6106,
98352,22575,EXP6653,Joy Of Love,0,6106,
98353,22575,EXP2486,Just For You,0,6106,
98354,22575,EXP5381,Luscious Combo,0,6106,
98355,22575,EXP5464,Mesmerizing Love,0,6106,
98356,22575,EXP2347,Mix Emotions,0,6106,
98357,22575,EXP2476,Natural Beauty,0,6106,
98358,22575,EXP2676,One Sided Pink Blush,0,6106,
98359,22575,EXP5344,Overwhelming Beauty,0,6106,
98360,22575,EXP1426,Perfect pink,0,6106,
98361,22575,EXP5350,Personal Alphabetic Heartbeat,0,6106,
98362,22575,EXP5328,Personal Number Dazzle,0,6106,
98363,22575,EXP2315,Pink Perfection,0,6106,
98364,22575,EXP2851,Premium Beauty,0,6106,
98365,22575,EXP2331,Pure Compassion,0,6106,
98366,22575,EXP5414,Radiant and Ravishing,0,6106,
98367,22575,EXP2402,Radiant Blossoms,0,6106,
98368,22575,EXP1508,Room full of flowers,0,6106,
98369,22575,EXP562,Sentimental love,0,6106,
98370,22575,EXP2636,Stunning Beauty XP34,0,6106,
98371,22575,EXP5310,Sunlit Meadows,0,6106,
98372,22575,EXP4624,Supreme Love,0,6106,
98373,22575,EXP5343,Surprise Shot,0,6106,
98374,22575,EXP2384,Sweet Mix Roses,0,6106,Roses
98375,22575,EXP2791,Sweet Surpirse,0,6106,
98376,22575,EXP6649,Treat Me,0,6106,
98377,22575,EXP2567,True Modesty,0,6106,
98378,22575,EXP1452,Warm N Best Wishes,0,6106,
98379,22575,EXP2443,White Roses Bunch,0,6106,Roses
98380,22575,EXP6651,Wonder Of Gift,0,6106,
98381,22575,EXP2538,Wonderful,0,6106,
98382,22575,EXP2348,Yellow Roses N Rasgulla,0,6106,Roses N Rasgulla
98383,22575,EXP469,100 Strings of Love,0,6106,
98384,22575,EXP4591,A Warm Hug,0,6106,
98385,22575,EXP5358,Abundance of Wishes,0,6106,
98386,22575,EXP5392,Admiring Beauty,0,6106,
98387,22575,EXP4593,Beautiful And Sweet exp,0,6106,
98388,22575,EXP4588,Besties,0,6106,
98389,22575,EXP5375,Bloom Paradise,0,6106,
98390,22575,EXP5391,Brightness Display,0,6106,
98391,22575,EXP2415,Care Express,0,6106,
98392,22575,EXP5361,Carnation Beauty,0,6106,Carnations
98393,22575,EXP5335,Carnation Glee,0,6106,Carnations
98394,22575,EXP5446,Carnation Temptation,0,6106,Carnations
98395,22575,EXP4585,Childhood Friend,0,6106,
98396,22575,EXP5461,Chrysanthemum Delight,0,6106,Chrysanthemum 
98397,22575,EXP5396,Combo from Heart,0,6106,
98398,22575,EXP4596,Cute Friend,0,6106,
98399,22575,EXP5460,Dazzling Rose Combo,0,6106,Roses
98400,22575,EXP4584,Dear Friend,0,6106,
98401,22575,EXP5394,Divine Carnation,0,6106,Carnations
98402,22575,EXP6643,Dreaming About You,0,6106,
98403,22575,EXP2819,Elegance EXDFNP61,0,6106,
98404,22575,EXP2446,Elegante,0,6106,
98405,22575,EXP5390,Entrancing Affection,0,6106,
98406,22575,EXP5373,Eternal Beauty,0,6106,
98407,22575,EXP5287,Express Yourself,0,6106,
98408,22575,EXP1079,Falling In Love,0,6106,
98409,22575,EXP6645,Feeling Of Gaiety,0,6106,
98410,22575,EXP2304,Feelings,0,6106,
98411,22575,EXP2428,Flowerly and Fluffily Yours,0,6106,
98412,22575,EXP2407,Flowers with 1kg Sone Papri,0,6106,Flowers and Sone Papri
98413,22575,EXP2332,Indulge Her,0,6106,
98414,22575,EXP207,Long Live Love,0,6106,
98415,22575,EXP2383,Make Me Blush,0,6106,
98416,22575,EXP893,Pink Oriental,0,6106,
98417,22575,EXP2436,Roses N Choco Hamper,0,6106,
98418,22575,EXP1385,Carnations N Chocolates,0,6106,
98419,22575,EXP5444,Celebration Carnival,0,6106,
98420,22575,EXP1626,Colour Splash,0,6106,
98421,22575,EXP2811,Elegant Blooms Of Sunshine,0,6106,
98422,22575,EXP2517,Flowers For You,0,6106,
98423,22575,EXP4592,Friendship Combo exp,0,6106,
98424,22575,EXP5426,Joyful Moments,0,6106,
98425,22575,EXP3971,Perfect N Elegance 22 Mix,0,6106,
98426,22575,EXP2895,Pretty Pink hamper,0,6106,
98427,22575,EXP2911,Rainbow Of Love,0,6106,
98428,22575,EXP1349,Sweet Intutions,0,6106,
98429,22575,EXP4622,Friendship Blush,0,6106,
98430,22575,EXP4634,Friendship Exotic Beauty,0,6106,
98431,22575,EXP4626,Friendship Exquisite,0,6106,
98432,22575,EXP4598,Friendship Forever,0,6106,
98433,22575,EXP5320,Blooming Happiness,0,6106,
98434,22575,EXP5438,Breathtaking Emotions,0,6106,
98435,22575,EXP315,Bright Fervor EXDFNP33,0,6106,
98436,22575,EXP5456,Bright Sunshine,0,6106,
98437,22575,EXP5308,Wondrous wishes,0,6106,
98438,22575,EXP5401,Affectionately Yours,0,6106,
98439,22575,EXP317,Best Wishes,0,6106,
98440,22575,EXP2479,My Best Wishes EXDFNP96,0,6106,
98441,22575,EXP2393,Perfect Day,0,6106,
98442,22575,EXP2320,Sweets N Roses,0,6106,
98443,22575,EXP4632,Ekdant Diya Thali,0,6106,
98444,22575,EXP4613,Elegance of the Light,0,6106,
98445,22575,EXP4662,Bunch N Crackers,0,6106,
98446,22575,EXP5443,Caressing Red,0,6106,
98447,22575,EXP4660,Carnations N Crackers,0,6106,
98448,22575,EXP5286,Carry With Style,0,6106,
98449,22575,EXP484,Cheers to the Sunshine,0,6106,
98450,22575,EXP5376,Chocolate Fanatics,0,6106,
98451,22575,EXP4652,Chocolates And Diyas,0,6106,
98452,22575,EXP466,Classic and Colorful,0,6106,
98453,22575,EXP372,Classic Display of Love,0,6106,
98454,22575,EXP473,Colored Notes of Happiness,0,6106,
98455,22575,EXP4649,Colorful N Crackers,0,6106,
98456,22575,EXP4663,Crackers for Diwali,0,6106,
98457,22575,EXP4661,Crackers n Roses,0,6106,
98458,22575,EXP2468,Crazy in Love,0,6106,
98459,22575,EXP5357,Daisies Oasis,0,6106,
98460,22575,EXP367,Delightful and Musical Surprise for Beloved,0,6106,
98461,22575,EXP5334,Delightful Bloom,0,6106,
98462,22575,EXP477,Designed to Mesmerize,0,6106,
98463,22575,EXP1472,Designer Love,0,6106,
98464,22575,EXP4667,Diwali Crackers N Emotions,0,6106,
98465,22575,EXP4646,Diwali Dryfruits N Crackers,0,6106,
98466,22575,EXP765,Elegant N Sweet,0,6106,
98467,22575,EXP2620,Emotions Say those with a Song,0,6106,
98468,22575,EXP5454,Enchanting love,0,6106,
98469,22575,EXP4606,EnLightening Diyas,0,6106,
98470,22575,EXP5474,Enshrined Beauty of Love,0,6106,
98471,22575,EXP4604,Eternal Blessings,0,6106,
98472,22575,EXP5434,Everlasting Beauty,0,6106,
98473,22575,EXP2429,Every Rose has a silver Lining,0,6106,
98474,22575,EXP4648,Exotic Bouquet N Crackers,0,6106,
98475,22575,EXP1437,Exotic Hamper,0,6106,
98476,22575,EXP1085,Express Your Love Musically,0,6106,
98477,22575,EXP5366,Exquisite Choice,0,6106,
98478,22575,EXP5465,Exquisite Gift of Love,0,6106,
98479,22575,EXP711,Exquisite melodious hamper,0,6106,
98480,22575,EXP5420,Exuding Fragrant of Joy,0,6106,
98481,22575,EXP2318,Fall Fantasy,0,6106,
98482,22575,EXP5463,Fascinating Blues,0,6106,
98483,22575,EXP2680,Feelings define them through Music,0,6106,
98484,22575,EXP652,Flowery Rhythm,0,6106,
98485,22575,EXP442,For the One You Love,0,6106,
98486,22575,EXP5365,Fresh and Festive Holiday,0,6106,
98487,22575,EXP4594,Friends Forever,0,6106,
98488,22575,EXP4620,Friendship Colorful Hue,0,6106,
98489,22575,EXP2334,Yummy N Rosy,0,6106,
98490,22575,EXP2774,Brightly Blanc,0,6106,
98491,22575,EXP924,Carnations N Greeting Card,0,6106,Carnations
98492,22575,EXP275,Dual Delight,0,6106,
98493,22575,EXP2574,Emotion and Feelings,0,6106,
98494,22575,EXP5302,Filled with Love Hamper,0,6106,
98495,22575,EXP4656,Diwali Ladoo And Crackers,0,6106,
98496,22575,EXP4657,Diwali Sweets And Crackers,0,6106,
98497,22575,EXP2907,I Love You,0,6106,
98498,22575,EXP1620,Lily celebration,0,6106,
98499,22575,EXP2820,Mix N Match,0,6106,Lily
98500,22575,EXP741,Modern Romance,0,6106,
98501,22575,EXP5280,Perfectly Pleasing,0,6106,
98502,22575,EXP2395,Roses N Celebrations,0,6106,Roses
98503,22575,EXP5282,Serene Carnation,0,6106,Carnations
98504,22575,EXP2823,Thoughtful Sentiments,0,6106,
98505,22575,EXP2822,12 Baby Pink,0,6106,Roses
98506,22575,EXP1494,12 White Carnations,0,6106,Carnations
98507,22575,EXP6701,Best Buddy Friendship,0,6106,
98508,22575,EXP1305,Lily Divine,0,6106,
98509,22575,EXP2809,My Fondest Affection,0,6106,
98510,22575,EXP2531,Pleasures Simple,0,6106,
98511,22575,EXP2494,Precious Sentiments,0,6106,
98512,22575,EXP2361,Purity,0,6106,
98513,22575,EXP230,Supernova Pink,0,6106,
98514,22575,EXP857,Sweet Carnations,0,6106,Carnations
98515,22575,EXP184,20 Red Roses,0,6106,Roses
98516,22575,EXP3942,20 Red Roses Bouquet,0,6106,Roses
98517,22575,EXP277,Beautiful Bouquet,0,6106,
98518,22575,EXP2850,Color Blast,0,6106,
98519,22575,EXP2422,Entire Roses from Garden,0,6106,Roses
98520,22575,EXP2891,Exquisite,0,6106,
98521,22575,EXP2372,Fresh Breath,0,6106,
98522,22575,EXP2876,Pure Admiration,0,6106,
98523,22575,EXP1652,Pure love,0,6106,
98524,22575,EXP3950,Pure Love 40 Rose,0,6106,Roses
98525,22575,EXP504,Purple for Love,0,6106,
98526,22575,EXP521,Purple Orchid Melodies,0,6106,
98527,22575,EXP1132,Randomly Red,0,6106,
98528,22575,EXP5425,Ravishing Beauty,0,6106,
98529,22575,EXP481,Red Love,0,6106,
98530,22575,EXP476,Red Musical and Classic,0,6106,
98531,22575,EXP529,Red String of Love,0,6106,
98532,22575,EXP5364,Reeling Love,0,6106,
98533,22575,EXP680,Rhythm and Nature,0,6106,
98534,22575,EXP689,Rhythmic and Mesmerizing Beauty,0,6106,
98535,22575,EXP378,Rhythmic Charm of Love,0,6106,
98536,22575,EXP667,Rhythmic Divinity,0,6106,
98537,22575,EXP701,Rhythmic Show of Love,0,6106,
98538,22575,EXP1256,Robust Style,0,6106,Robust Style
98539,22575,EXP3957,Robust Style 6 orchids,0,6106,Robust Style
98540,22575,EXP3970,Robust Style 9 orchids,0,6106,Robust Style
98541,22575,EXP1121,Robust Style EXDFNP445,0,6106,Robust Style
98542,22575,EXP5467,Romance Out Loud,0,6106,
98543,22575,EXP559,Romantic Red Melody,0,6106,
98544,22575,EXP3947,Rose Delight 18,0,6106,Roses
98545,22575,EXP2707,Roses N Ladoo,0,6106,Roses
98546,22575,EXP2364,Roses with Real Fruit Juice,0,6106,
98547,22575,EXP2903,Rosy Combo,0,6106,Roses
98548,22575,EXP2693,Rosy Romance,0,6106,Roses
98549,22575,EXP2526,Scarlet Love,0,6106,
98550,22575,CAK1105,Pineapple _1000_CAKPineA002,0,6102,Pineapple Cake
98551,22575,CAK1106,Butterscotch _1000_CAKButtA007,0,6102,Butterscotch Cake
98552,22575,CAK1107,Mango _1000_CAKMangA002,0,6102,Mango cake
98553,22575,CAK1108,RedVelvet _1000_CAKRedVA002,0,6102,Red Valvet Cake
98554,22575,CHC136,Kaju Katli 1Kg CHCKajuA004,0,6104,Kaju Katli
98555,22575,CHC137,Kaju Katli 500gms CHCKajuA003,0,6104,Kaju Katli
98556,22575,CHC138,Kaju Katli 250gms CHCKajuA002,0,6104,Kaju Katli
98557,22575,CHC139,Motichoor Laddoo 1Kg CHCMotiA003,0,6104,Motichoor laddo
98558,22575,CHC140,Kaju Roll 1Kg CHCKajuA007,0,6104,Kaju Katli
98559,22575,CHC141,Kaju Roll 500gms CHCKajuA006,0,6104,Kaju Rolls
98560,22575,CHC142,Kaju Roll 250gms CHCKajuA005,0,6104,Kaju Rolls
98561,22575,CHC143,Soan Papdi 250gms CHCSoanA001,0,6104,Sone papdi
98562,22575,CHC144,Motichoor Laddoo 500gms CHCMotiA002,0,6104,Motichoor laddo
98563,22575,CHC145,Motichoor Laddoo 250gms CHCMotiA001,0,6104,Motichoor laddo
98564,22575,CHC146,Besan Laddoo 1Kg CHCBesaA003,0,6104,Besam laddo
98565,22575,CHC147,Besan Laddoo 500gms CHCBesaA002,0,6104,Besam laddo
98566,22575,CHC148,Besan Laddoo 250gms CHCBesaA001,0,6104,Besam laddo
98567,22575,CHC149,Soan Papdi 1Kg CHCSoanA003,0,6104,Sone papdi
98568,22575,CHC150,Soan Papdi 500gms CHCSoanA002,0,6104,Sone papdi
98569,22575,CHC151,Gulab Jamun 1Kg CHCGulaA001,0,6104,Gulab jamun
98570,22575,CHC152,Rasgulla 1Kg CHCRasgA001,0,6104,Rasgulla
98571,22575,CHC153,Danish Butter Cookies CHCDaniA001,0,6104,Danish butter
98572,22575,CHC338,Cadbury Perk 30gms CHCCadbA011,0,6104,Cadbury perk
98573,22575,CHC339,Cadbury Dairy Milk 38gms CHCCadbA010,0,6104,Cadbury Dairy Milk
98574,22575,CHC340,Cadbury Dairy Milk Fruit and Nut 38gms CHCCadbA016,0,6104,Cadbury Dairy Milk Fruit and Nut
98575,22575,CHC341,Cadbury Dairy Milk Silk 150gms CHCCadbA015,0,6104,Cadbury Dairy Milk Silk
98576,22575,CHC342,Cadbury Dairy Milk Silk 60gms CHCCadbA013,0,6104,Cadbury Dairy Milk Silk
98577,22575,CHC345,Cadbury Five Star CHCCadbA009,0,6104,Cadbury five
98578,22575,CHC346,Bounty 57gms CHCBounA001,0,6104,Bounty
98579,22575,CHC347,Nestle Kitkat 37gms CHCNestA002,0,6104,Nestle kitkat
98580,22575,CHC348,Nestle Kitkat 18gms CHCNestA001,0,6104,Nestle kitkat
98581,22575,CHC349,Mars 51gms CHCMarsA001,0,6104,Mars
98582,22575,CHC350,Twix 50gms CHCTwixA001,0,6104,Twix
98583,22575,CHC351,Celebration Pack 140gms CHCCeleA001,0,6104,Celebration pack
98584,22575,CHC352,Ferrero Rocher 16pcs CHCFerrA009,0,6104,Ferrero rocher
98585,22575,CHC353,Cadbury Dairy Milk Fruit and Nut 145gms CHCCadbA017,0,6104,Cadbury Dairy Milk Fruit and Nut
98586,22575,CHC354,Ferrero Rocher 24pcs CHCFerrA008,0,6104,Ferrero rocher
98587,22575,CHC355,Cadbury Dairy Milk Chocolate 14gms CHCCadbA007,0,6104,Cadbury Dairy Milk Chocolate
98588,22575,CHC356,Toblerone Yellow 100gms CHCToblA002,0,6104,Toblerone yellow
98589,22575,CHC357,Toblerone Yellow 50gms CHCToblA001,0,6104,Toblerone yellow
98590,22575,CHC358,Bournville 145gms CHCBourA004,0,6104,Bournville
98591,22575,CHC359,Bournville 80gms CHCBourA003,0,6104,Bournville
98592,22575,CHC360,Cadbury Dairy Milk Silk Roast Almond 145gms CHCCadbA019,0,6104,Cadbury Dairy Milk Silk Roast Almond
98593,22575,CHC361,Cadbury Dairy Milk Silk Roast Almond 60gms CHCCadbA018,0,6104,Cadbury Dairy Milk Silk Roast Almond
98594,22575,CHC78,Raisins 50gms DRFRaisA002,0,6104,Raisins
98595,22575,ECHR1089,Aristomaria Pink_FFLArisA002,0,6108,Aristomariai
98596,22575,ECHR1090,Tulips Pink_FFLTuliA001,0,6108,Tulipsl
98597,22575,ECHR1091,Heliconia Red_FFLHeliA001,0,6108,Heliconial
98598,22575,ECHR1092,Hydrangea Pink_FFLHydrA001,0,6108,Hydrangead
98599,22575,ECHR1093,Tulips White_FFLTuliA002,0,6108,Tulipsl
98600,22575,ECHR1094,Chrysanthemum White_FFLChryA004,0,6108,Chrysanthemumr
98601,22575,ECHR1095,Chrysanthemum Pink_FFLChryA003,0,6108,Chrysanthemumr
98602,22575,ECHR1096,Aristomaria White_FFLArisA004,0,6108,Aristomariai
98603,22575,ECHR1097,Aristomaria Orange_FFLArisA005,0,6108,Aristomariai
98604,22575,ECHR1098,Rose Peach_FFLRoseA005,0,6108,Roses
98605,22575,ECHR1099,Rose White_FFLRoseA004,0,6108,Roses
98606,22575,ECHR1100,Rose Baby Pink_FFLRoseA007,0,6108,Roses
98607,22575,ECHR1101,Rose Orange_FFLRoseA006,0,6108,Roses
98608,22575,ECHR1102,Rose Pink_FFLRoseA003,0,6108,Roses
98609,22575,ECHR1103,Rose Yellow_FFLRoseA002,0,6108,Roses
98610,22575,ECHR1104,Spider Orchid Red_FFLSpidA001,0,6108,Spider Orchid
98611,22575,ECHR1105,Spider Orchid Yellow_FFLSpidA003,0,6108,Spider Orchid
98612,22575,ECHR1106,Spider Orchid Pink_FFLSpidA002,0,6108,Spider Orchid
98613,22575,ECHR1107,Spider Orchid Green_FFLSpidA005,0,6108,Spider Orchid
98614,22575,ECHR1108,Spider Orchid White_FFLSpidA004,0,6108,Spider Orchid
98615,22575,ECHR1109,Lattrice Purple_FFLLattA001,0,6108,Lattricet
98616,22575,ECHR1110,Spider Orchid Peach_FFLSpidA006,0,6108,Spider Orchid
98617,22575,ECHR1111,Carnation White_FFLCarnA002,0,6108,Carnations
98618,22575,ECHR1112,Carnation Red_FFLCarnA001,0,6108,Carnationr
98619,22575,ECHR1113,Gerberas Red_FFLGerbA001,0,6108,Gerberasr
98620,22575,ECHR1114,Carnation Peach_FFLCarnA008,0,6108,Carnations
98621,22575,ECHR1115,Gerberas Pink_FFLGerbA003,0,6108,Gerberasr
98622,22575,ECHR1116,Gerberas Yellow_FFLGerbA002,0,6108,Gerberasr
98623,22575,ECHR1117,Carnation Orange_FFLCarnA005,0,6108,Carnations
98624,22575,ECHR1118,Carnation Yellow_FFLCarnA004,0,6108,Carnations
98625,22575,ECHR1119,Carnation Purple_FFLCarnA007,0,6108,Carnations
98626,22575,ECHR1120,Carnation Baby Pink_FFLCarnA006,0,6108,Carnations
98627,22575,ECHR1121,Carnation Pink_FFLCarnA003,0,6108,Carnations
98628,22575,ECHR1145,Carnation Dark Pink FFLCarnA009,0,6108,Carnations
98629,22575,ECHR1152,Daisies Green_FFLDAISE002,0,6108,Daisies
98630,22575,ECHR1153,Cymbidium Orchid Green_FFLCYMBE001,0,6108,Cymbidium Orchid
98631,22575,ECHR1154,Shaded Carnation_FFLSHADE001,0,6108,Carnations
98632,22575,ECHR1155,White Hydrangea_FFLWHITE001,0,6108,Hydrangea
